Long,Lat
39.23403337,-76.59805681
39.22343466,-76.59725343
39.23033456,-76.6022581
39.23571288,-76.60712001
39.23576001,-76.6072743
39.23593434,-76.60764215
39.23589889,-76.60765991
39.23569481,-76.60706644
39.23586296,-76.60767793
39.20455383,-76.56826827
39.2038011,-76.56540213
39.20254963,-76.56008143
39.20332839,-76.56791188
39.23800567,-76.61017234
39.23884553,-76.60975649
39.23880618,-76.60977633
39.23912285,-76.61008253
39.23843447,-76.61004712
39.23783488,-76.61021889
39.23786219,-76.61089768
39.23665211,-76.61446342
39.23664828,-76.6143753
39.23634264,-76.61446011
39.23623485,-76.61459012
39.23640371,-76.61135503
39.2361164,-76.61467934
39.23605718,-76.61472396
39.23590807,-76.61475607
39.23612204,-76.61534945
39.23618071,-76.61530364
39.23623938,-76.61525784
39.23629804,-76.61521199
39.23642412,-76.61142057
39.23640525,-76.61510388
39.23643571,-76.6149717
39.23721186,-76.6113998
39.23646512,-76.6115523
39.23671227,-76.61143218
39.23549589,-76.61136604
39.2356458,-76.61210748
39.23528749,-76.6129236
39.23539363,-76.61346913
39.23551267,-76.61378814
39.23565108,-76.61415909
39.23573549,-76.61438472
39.23657315,-76.61316923
39.23587759,-76.61371654
39.23637903,-76.61253168
39.23607716,-76.61151852
39.23870702,-76.60916177
39.23857689,-76.60870689
39.23975049,-76.60860919
39.23972481,-76.6081199
39.23984283,-76.60495603
39.23989461,-76.60513473
39.24002856,-76.60540112
39.24006301,-76.60553252
39.24011113,-76.60606033
39.2401076,-76.60481676
39.24020339,-76.60443537
39.2401868,-76.6042537
39.24018105,-76.6041912
39.24023799,-76.60320461
39.23941859,-76.60360723
39.24023254,-76.60175112
39.23901585,-76.60230144
39.23895868,-76.60211861
39.23957206,-76.60208567
39.23939339,-76.60107734
39.23946383,-76.60104224
39.23974526,-76.60156713
39.23942426,-76.60042753
39.23937542,-76.60045199
39.23966806,-76.6013191
39.23895552,-76.60007937
39.23841154,-76.60037488
39.23588475,-76.603847
39.23846476,-76.5996625
39.23711699,-76.60044158
39.22661782,-76.58824356
39.22625746,-76.58870461
39.22625183,-76.58881356
39.23525321,-76.61148828
39.23739705,-76.60029612
39.23787823,-76.60006003
39.23744664,-76.60097111
39.23741684,-76.60087979
39.2373924,-76.60079184
39.23737271,-76.60072675
39.23811665,-76.60107131
39.23749337,-76.6014888
39.23733309,-76.60059586
39.23762538,-76.60194046
39.23778771,-76.60206706
39.23853969,-76.60279577
39.23850682,-76.60268165
39.23849124,-76.60262982
39.23834336,-76.60214508
39.23869609,-76.60429624
39.23884979,-76.60353735
39.23883111,-76.60347927
39.23879807,-76.60337226
39.23835185,-76.60390551
39.23832194,-76.6038167
39.23828668,-76.60644637
39.23819613,-76.6034078
39.23820523,-76.60648738
39.23832775,-76.60642573
39.23841002,-76.60638429
39.23805966,-76.60616917
39.23810096,-76.60614843
39.23838731,-76.60600424
39.23862291,-76.60627719
39.23853292,-76.6063224
39.23851786,-76.60594015
39.23839749,-76.60552565
39.2381568,-76.605259
39.23820277,-76.60523567
39.23824873,-76.60521231
39.23861275,-76.60502475
39.23875481,-76.60495297
39.23864845,-76.60500662
39.23893187,-76.60486361
39.23922939,-76.60559767
39.20400568,-76.56652402
39.23923592,-76.60509268
39.23932131,-76.60504998
39.23919263,-76.60511467
39.23901912,-76.60520302
39.23640689,-76.61575234
39.23889204,-76.60526598
39.23874931,-76.6053404
39.23949388,-76.60584746
39.23785547,-76.60541201
39.23937179,-76.60590963
39.23911402,-76.60604087
39.23907287,-76.60606183
39.23903175,-76.6060828
39.23886869,-76.6061658
39.23734496,-76.60487224
39.23726208,-76.60446366
39.23711522,-76.6040428
39.23707721,-76.60393121
39.23659941,-76.60446931
39.237267,-76.60383355
39.23547701,-76.6007802
39.23724393,-76.60872892
39.23489139,-76.60449893
39.23410043,-76.60206254
39.23206558,-76.60298309
39.23285592,-76.5976509
39.23215394,-76.6005034
39.23190037,-76.60086137
39.23176492,-76.60034535
39.23136144,-76.59902752
39.23027399,-76.60407138
39.23022701,-76.60418199
39.22959621,-76.60448972
39.23386346,-76.59629736
39.2326135,-76.59730973
39.22242498,-76.59715728
39.23171619,-76.59741351
39.2216012,-76.59785029
39.2221057,-76.59544154
39.22224451,-76.59357689
39.22101541,-76.58692936
39.22224724,-76.59352759
39.22229438,-76.59267762
39.22235865,-76.58849808
39.22252327,-76.58851339
39.2232121,-76.58801047
39.22436796,-76.5870053
39.23443819,-76.60358929
39.22775774,-76.58743601
39.23040846,-76.593093
39.22993616,-76.59073174
39.23223072,-76.59190911
39.2292727,-76.58992133
39.22996901,-76.58914093
39.22619558,-76.58983161
39.23697182,-76.60122735
39.23694366,-76.60113427
39.23691647,-76.60104452
39.23688833,-76.60095157
39.23711698,-76.60164236
39.23683968,-76.6017665
39.23699787,-76.6016859
39.23691703,-76.60173004
39.23748942,-76.6091867
39.23631451,-76.60110664
39.23767313,-76.60965587
39.23782262,-76.60840659
39.23769482,-76.60799973
39.23766753,-76.60791109
39.2371423,-76.60765119
39.23689689,-76.60777781
39.23709294,-76.60767792
39.23720048,-76.6087531
39.23719854,-76.60811426
39.23723615,-76.60823636
39.2371319,-76.60617131
39.22178935,-76.59739686
39.22200066,-76.59679236
39.2236248,-76.59971177
39.2350567,-76.5997919
39.23531225,-76.60004084
39.23532838,-76.60009253
39.23536093,-76.60019673
39.23499313,-76.60012344
39.23466246,-76.59932305
39.23453474,-76.5993878
39.23482179,-76.59839194
39.2343663,-76.59919079
39.23439162,-76.59946079
39.23422149,-76.59872081
39.23427515,-76.59829402
39.23449052,-76.59818981
39.23456288,-76.59755309
39.23431412,-76.59779206
39.23426505,-76.59689361
39.23582699,-76.60769588
39.23522511,-76.60357225
39.23427476,-76.60302707
39.23434014,-76.6029957
39.23416437,-76.60227583
39.23409393,-76.59965403
39.23339158,-76.59939039
39.232973,-76.59802656
39.23127717,-76.59223661
39.23123746,-76.59213474
39.23162579,-76.59303621
39.23319232,-76.60709055
39.23344816,-76.60696243
39.23365282,-76.60685994
39.23332023,-76.60702649
39.2329144,-76.60618788
39.23364835,-76.60636588
39.23340689,-76.60594125
39.23316157,-76.60651115
39.23322728,-76.60672451
39.23330575,-76.60525312
39.23343367,-76.60518906
39.23274929,-76.60553178
39.23319457,-76.60489205
39.23299554,-76.60423532
39.23305054,-76.60442431
39.23220043,-76.60075069
39.23218037,-76.60062557
39.23222459,-76.60083372
39.23198842,-76.59994755
39.23185971,-76.59953107
39.23183409,-76.59944821
39.23537738,-76.60024945
39.23181963,-76.60116451
39.23182031,-76.600526
39.23174535,-76.60026932
39.23200902,-76.6011447
39.23155592,-76.59858355
39.23141682,-76.59920544
39.2339764,-76.60135373
39.2344225,-76.60181505
39.23378977,-76.60156492
39.23390387,-76.60144142
39.23465257,-76.60169918
39.23155226,-76.6031785
39.23127422,-76.6031193
39.23428772,-76.60187833
39.23167231,-76.60323187
39.23204145,-76.60347698
39.23294738,-76.60365342
39.23287149,-76.60340391
39.23282565,-76.60325259
39.23151327,-76.60277026
39.23145451,-76.60277696
39.231374,-76.60278615
39.23271414,-76.60293978
39.23269092,-76.60263299
39.2342378,-76.60005007
39.23246345,-76.60293769
39.23225069,-76.60296198
39.23408828,-76.60039345
39.23398814,-76.60051015
39.23387654,-76.60063593
39.23395031,-76.60055281
39.23380141,-76.60071891
39.23366109,-76.60087078
39.2341532,-76.6002108
39.23301306,-76.60158961
39.23297563,-76.60163114
39.23305011,-76.60154834
39.23274778,-76.60191402
39.23244802,-76.60202306
39.23239946,-76.60203182
39.23230092,-76.6020424
39.23200271,-76.6020791
39.23190408,-76.6020907
39.23164624,-76.60212101
39.23157082,-76.60212988
39.23150768,-76.6021373
39.23101278,-76.60219546
39.23096344,-76.60220078
39.23071706,-76.60222697
39.23175688,-76.60210802
39.23038498,-76.60226354
39.23019791,-76.60217328
39.23009989,-76.60215821
39.23015066,-76.60215916
39.23335843,-76.60066131
39.23065776,-76.60223335
39.23303102,-76.60102704
39.23291816,-76.60115083
39.23230755,-76.60163223
39.23242904,-76.60163754
39.23199913,-76.60166406
39.23298464,-76.60107776
39.23165197,-76.6017039
39.23485767,-76.60110988
39.23182442,-76.60168426
39.23464495,-76.60014817
39.23463933,-76.60034646
39.23153667,-76.59960311
39.23466194,-76.6002903
39.23928987,-76.60595134
39.23441849,-76.60083269
39.23454181,-76.60056791
39.23447585,-76.6007678
39.2342655,-76.60101403
39.23464471,-76.60109431
39.234061,-76.59954018
39.23347032,-76.59963357
39.2334462,-76.59956435
39.23768232,-76.60932458
39.23309128,-76.5989306
39.23333692,-76.59880437
39.23341356,-76.59875741
39.23317284,-76.59888867
39.229505,-76.59066389
39.23355417,-76.5986507
39.2334292,-76.59951025
39.23376936,-76.59859379
39.23401077,-76.59938241
39.23292171,-76.59785409
39.23341182,-76.59736746
39.23312821,-76.59751264
39.23301434,-76.59756995
39.23297456,-76.59759027
39.23277743,-76.597691
39.23608209,-76.61044984
39.23603667,-76.60998013
39.23595479,-76.61002117
39.23591313,-76.61004201
39.23563539,-76.60955899
39.23563554,-76.60898397
39.23556228,-76.60846304
39.23551026,-76.60848908
39.23503889,-76.60877241
39.23517126,-76.60920245
39.23516683,-76.6087084
39.23513187,-76.60907442
39.23484185,-76.60813231
39.23471379,-76.60819567
39.23526348,-76.60779135
39.23441073,-76.6072116
39.23465084,-76.60751191
39.23471602,-76.60772364
39.23475543,-76.60785166
39.23453712,-76.60532034
39.2343964,-76.6053908
39.23373865,-76.60502874
39.23399449,-76.60490063
39.23386657,-76.60496468
39.23419968,-76.6037042
39.23411666,-76.60375026
39.23407625,-76.6037705
39.23416021,-76.60373081
39.23396805,-76.60382473
39.23403999,-76.60378867
39.23374311,-76.60393536
39.23355946,-76.60402926
39.23348683,-76.60406564
39.2334511,-76.60408352
39.23352306,-76.60404747
39.23399532,-76.60317452
39.23386741,-76.60323858
39.2336624,-76.60430163
39.23366711,-76.60397533
39.23363035,-76.60399376
39.23364966,-76.60251979
39.23360284,-76.60236519
39.23359959,-76.60219139
39.23328072,-76.60305279
39.23298319,-76.59980237
39.2334931,-76.60190608
39.23321662,-76.60221311
39.23251306,-76.60026697
39.23242625,-76.59997688
39.23296551,-76.59974853
39.23283174,-76.59948239
39.23356765,-76.60182105
39.23238669,-76.59984264
39.23236257,-76.59971538
39.23235397,-76.59956459
39.23310653,-76.60025838
39.23307312,-76.60029648
39.23241089,-76.59928953
39.23289613,-76.60049241
39.23280122,-76.60060525
39.23202617,-76.59849463
39.23251764,-76.59853614
39.23243857,-76.59827263
39.23239625,-76.59789289
39.23227852,-76.59795089
39.23224023,-76.59797492
39.23202887,-76.59808099
39.23492336,-76.61053584
39.23191129,-76.59814049
39.23509547,-76.61094191
39.23475354,-76.61052615
39.2346381,-76.61067935
39.23450757,-76.61074327
39.23446671,-76.61076356
39.2350256,-76.61048463
39.23187161,-76.59816069
39.23434442,-76.61082406
39.23429398,-76.61018944
39.23442162,-76.61012448
39.234626,-76.61002099
39.2345887,-76.60942024
39.23438532,-76.61080388
39.23481788,-76.60992492
39.23465438,-76.6096336
39.2345698,-76.60911906
39.23450775,-76.60891645
39.23434926,-76.60912194
39.23401745,-76.60929114
39.23730749,-76.60475084
39.2338906,-76.60935576
39.23382107,-76.60865337
39.23434464,-76.60838817
39.23409002,-76.60780033
39.23410574,-76.6073719
39.23387101,-76.60748946
39.2336772,-76.6075865
39.23358125,-76.60763454
39.22344495,-76.5995558
39.22222053,-76.59850714
39.22019087,-76.58827905
39.22203991,-76.59560051
39.22197419,-76.59575937
39.22219349,-76.5952293
39.22229634,-76.59483721
39.22223744,-76.59512301
39.22244305,-76.5938933
39.22244566,-76.59384455
39.22244944,-76.59379556
39.22245919,-76.59359837
39.22248132,-76.59320313
39.23137985,-76.59908672
39.231324,-76.59890727
39.23126147,-76.59870642
39.23109075,-76.59953547
39.23130622,-76.59885016
39.23097403,-76.59915812
39.2308163,-76.599675
39.23369369,-76.60871775
39.23068125,-76.59923846
39.23066322,-76.59918016
39.23041822,-76.5997848
39.23030802,-76.59942856
39.23028963,-76.59936907
39.23024635,-76.59922915
39.23027166,-76.5993111
39.23150778,-76.60119153
39.23120301,-76.60122373
39.23128874,-76.60121475
39.23075443,-76.60086538
39.23609399,-76.60325614
39.23073655,-76.60080742
39.23612952,-76.61042618
39.23071879,-76.6007497
39.23067633,-76.60061185
39.2307001,-76.60068916
39.23056909,-76.60026356
39.23055119,-76.60020561
39.23122203,-76.60093094
39.23109239,-76.60055806
39.23094314,-76.60007347
39.23114773,-76.60073787
39.23148689,-76.60082835
39.23147371,-76.60076581
39.23143867,-76.60064507
39.23142067,-76.60058675
39.23140206,-76.60052618
39.23138383,-76.60046727
39.23127125,-76.6001018
39.23130804,-76.60022123
39.23215383,-76.60594749
39.2323946,-76.60563988
39.23217053,-76.60760828
39.23226947,-76.60755795
39.23233971,-76.60752225
39.23285349,-76.6072609
39.23257938,-76.60673026
39.23264508,-76.60694361
39.23247985,-76.60640694
39.23219967,-76.60722333
39.23332348,-76.60890598
39.233067,-76.608314
39.23236763,-76.60824833
39.23273616,-76.60920573
39.23267265,-76.60875948
39.2336383,-76.61016118
39.23357235,-76.60994796
39.23312705,-76.60975329
39.23358603,-76.60951738
39.23287044,-76.60985744
39.23234957,-76.60932826
39.23186981,-76.60850163
39.23221156,-76.60908789
39.23159426,-76.60854279
39.23173653,-76.60782909
39.23138248,-76.6080152
39.23219042,-76.60068819
39.23193373,-76.59977053
39.23164512,-76.60725624
39.230981,-76.60684893
39.23132619,-76.60698071
39.23080215,-76.60727635
39.23070687,-76.60751229
39.23106862,-76.60760425
39.23139058,-76.60682482
39.23133671,-76.60571189
39.23175127,-76.60501531
39.23206818,-76.60415384
39.23210201,-76.60417666
39.23210405,-76.6051062
39.23227433,-76.6046978
39.23195815,-76.60545613
39.23032148,-76.60717925
39.23038676,-76.60697545
39.2300973,-76.60673361
39.23110065,-76.60554759
39.2312475,-76.60399163
39.23168512,-76.6038849
39.23161567,-76.603838
39.23157992,-76.6038154
39.23119517,-76.60503578
39.23011126,-76.60544884
39.23086378,-76.60332982
39.23075057,-76.6032796
39.23065058,-76.60320724
39.2304947,-76.60354753
39.23012465,-76.60442307
39.23058437,-76.6043194
39.23068262,-76.60408608
39.23049404,-76.60455948
39.22990458,-76.60494137
39.22932452,-76.60515967
39.22917904,-76.60550347
39.2289857,-76.60497749
39.22893718,-76.60509198
39.22890128,-76.6051741
39.22885359,-76.60528918
39.2287907,-76.60543755
39.22883237,-76.60533923
39.22876956,-76.60548742
39.23008827,-76.6028246
39.22999773,-76.60276786
39.22974694,-76.60313214
39.22961355,-76.60345162
39.2295778,-76.60353405
39.22933302,-76.60412363
39.22941775,-76.60392061
39.22922903,-76.60437267
39.23003824,-76.6034487
39.22883565,-76.60409769
39.22918721,-76.60326275
39.22902258,-76.60364917
39.22913704,-76.60338189
39.22925028,-76.6031129
39.2289756,-76.60279514
39.22879893,-76.60321121
39.22861944,-76.60363394
39.22858046,-76.60470022
39.22847998,-76.60396204
39.22840768,-76.60511253
39.2284704,-76.60496163
39.2284356,-76.60524997
39.22838489,-76.60298796
39.22822744,-76.60336155
39.22818531,-76.60346146
39.2281227,-76.60361005
39.22809125,-76.60368413
39.22814364,-76.60356039
39.22752438,-76.6036171
39.22774198,-76.60247781
39.22762445,-76.60196238
39.23376499,-76.59671046
39.23364736,-76.59677167
39.23344188,-76.5968786
39.23328725,-76.59695906
39.23340374,-76.59689846
39.23336454,-76.59691886
39.23296491,-76.59712684
39.23366672,-76.59639977
39.23334875,-76.59656527
39.23319325,-76.59664618
39.23275377,-76.59687493
39.23263743,-76.59693549
39.23259979,-76.59695509
39.23216211,-76.59754281
39.232373,-76.5974329
39.23192978,-76.59766272
39.23173445,-76.59776398
39.23169469,-76.59778465
39.23164371,-76.59781125
39.23167732,-76.59743367
39.23218478,-76.59717002
39.23188163,-76.59732721
39.22644712,-76.6003588
39.22120187,-76.59752495
39.22220809,-76.5970238
39.22795811,-76.59120856
39.22791948,-76.5912527
39.22775667,-76.59163787
39.22770259,-76.59175445
39.22779951,-76.59151541
39.22777844,-76.59157678
39.22751472,-76.59194733
39.2275913,-76.5919701
39.22746374,-76.59195446
39.22710516,-76.59199684
39.2271881,-76.59198718
39.2264576,-76.59207331
39.22630213,-76.59209234
39.22656186,-76.59205937
39.22753182,-76.59158343
39.2275934,-76.59138445
39.22757425,-76.59144836
39.22760649,-76.59131694
39.22771275,-76.59082109
39.2277205,-76.59067848
39.22759628,-76.59046945
39.2282602,-76.59063029
39.22813969,-76.59067558
39.22853262,-76.59063381
39.22885228,-76.59063073
39.22721322,-76.59115607
39.22721948,-76.59104338
39.22732674,-76.59047091
39.22689467,-76.59103263
39.2269136,-76.59067747
39.22692296,-76.59050918
39.22686386,-76.59134387
39.22688453,-76.5912009
39.22648414,-76.5909763
39.22651007,-76.59050842
39.22650377,-76.59062239
39.23374619,-76.59575398
39.23362311,-76.59581622
39.23354425,-76.59585742
39.22652232,-76.59026538
39.23330056,-76.59598624
39.2329114,-76.5961878
39.23282296,-76.59623574
39.23270818,-76.59629387
39.23318412,-76.59564668
39.23348138,-76.59549442
39.23306507,-76.59571075
39.23302804,-76.5957301
39.23274412,-76.59587757
39.23288763,-76.59580302
39.23258902,-76.59595584
39.23247142,-76.59601926
39.23236131,-76.5960764
39.232291,-76.59611532
39.2340112,-76.5955248
39.23394931,-76.59531899
39.23383879,-76.59539202
39.23219225,-76.59616508
39.23398374,-76.59572608
39.23349378,-76.5949412
39.23322882,-76.59507542
39.23310464,-76.59513729
39.23303867,-76.59517243
39.23266606,-76.59536459
39.2325931,-76.59540207
39.23231885,-76.59554298
39.23239075,-76.59550605
39.23205124,-76.59523718
39.23192354,-76.59530194
39.23294645,-76.59478804
39.23163288,-76.59685047
39.23151468,-76.59691335
39.23167311,-76.59643494
39.23136919,-76.59659289
39.23132994,-76.5966131
39.23165161,-76.59588298
39.23125607,-76.59608397
39.23141581,-76.59556752
39.23099965,-76.59419693
39.23102769,-76.59411232
39.23105827,-76.5940292
39.23107523,-76.593961
39.23110033,-76.59386535
39.23112298,-76.59310963
39.23094083,-76.59246806
39.23071005,-76.59415224
39.23052102,-76.59447934
39.23436476,-76.59991891
39.23023762,-76.59206767
39.23085384,-76.59325769
39.23012542,-76.59166998
39.2297069,-76.59160397
39.22961899,-76.59160268
39.22948784,-76.59160134
39.23029355,-76.59401392
39.22921256,-76.59202263
39.230332,-76.59394084
39.23039462,-76.59378501
39.23010769,-76.59259274
39.22990671,-76.59246137
39.23000333,-76.59251431
39.22928362,-76.59257401
39.22958683,-76.59241594
39.22984217,-76.59289815
39.2295615,-76.59287232
39.23011974,-76.59335747
39.23044648,-76.59222713
39.23062386,-76.59203188
39.23007246,-76.59317273
39.22898883,-76.59295908
39.23036026,-76.59232405
39.23067891,-76.59197139
39.23079019,-76.59184894
39.2309654,-76.59173873
39.22995917,-76.59017639
39.22874377,-76.59164304
39.22870794,-76.5915903
39.2304047,-76.5917424
39.23309231,-76.59310669
39.23166841,-76.59248731
39.2314817,-76.59296784
39.23150655,-76.59196223
39.23148841,-76.59190343
39.23143818,-76.5927385
39.23134561,-76.592407
39.23137676,-76.59250181
39.23131444,-76.59233837
39.21631343,-76.58795406
39.2149025,-76.5878898
39.21695204,-76.58801352
39.21947009,-76.58693198
39.21916707,-76.58690498
39.21754236,-76.58684158
39.2145778,-76.58813062
39.22010528,-76.58772243
39.22029117,-76.58773979
39.22059471,-76.58849452
39.22068758,-76.58692631
39.2206412,-76.58776198
39.22098437,-76.58747023
39.22098666,-76.58742073
39.22101047,-76.58701481
39.22100547,-76.58710008
39.22102018,-76.58684753
39.22187167,-76.58706094
39.2218564,-76.58735845
39.22101774,-76.58688809
39.22190637,-76.58788977
39.22211929,-76.5879096
39.22204529,-76.58767575
39.22207274,-76.58790531
39.22205421,-76.5875259
39.22206249,-76.58737782
39.22144064,-76.58691829
39.22144992,-76.5878475
39.22162914,-76.5876372
39.22165783,-76.58786675
39.22166123,-76.58704118
39.2218779,-76.58896947
39.22166401,-76.5869897
39.22141286,-76.588389
39.22179127,-76.59051502
39.22134784,-76.58997162
39.22178208,-76.5906805
39.22182352,-76.58993585
39.2217965,-76.59042173
39.22181147,-76.59015238
39.22252406,-76.59250263
39.22251861,-76.59260165
39.2221641,-76.59271279
39.22251041,-76.59274994
39.22259657,-76.59112927
39.22230462,-76.59043493
39.22264979,-76.5901801
39.22239803,-76.58877662
39.22261283,-76.59083954
39.22263617,-76.59042303
39.22239337,-76.58885935
39.2224927,-76.58706736
39.22247688,-76.58736676
39.22247214,-76.58741547
39.22245919,-76.58766475
39.2227993,-76.58749256
39.22280767,-76.58734423
39.22290007,-76.58686912
39.22278784,-76.5868584
39.22257169,-76.58683211
39.22346962,-76.58803407
39.22354348,-76.58804088
39.22358064,-76.58804428
39.22355341,-76.58775726
39.22356545,-76.58753808
39.22364499,-76.58693843
39.22357578,-76.58734972
39.22317052,-76.58871494
39.22314872,-76.58912875
39.22314245,-76.58924087
39.22315819,-76.58895926
39.22347423,-76.5891939
39.22368006,-76.59741195
39.22348668,-76.5889682
39.22261866,-76.595393
39.22284891,-76.59480273
39.2231487,-76.59587791
39.22258147,-76.59668524
39.22253289,-76.59560025
39.22266274,-76.59620631
39.2231448,-76.594785
39.22606174,-76.59035306
39.22584359,-76.59033226
39.2258162,-76.59135654
39.22554237,-76.59133103
39.22536029,-76.59215316
39.22567928,-76.5913438
39.22532041,-76.59119628
39.22537614,-76.59060771
39.22489507,-76.59135941
39.22532379,-76.59112354
39.22459908,-76.59076566
39.22403181,-76.59263818
39.22365538,-76.59260164
39.22417171,-76.59179706
39.22373221,-76.59234705
39.22416362,-76.59071005
39.22417046,-76.59058523
39.22419942,-76.59005706
39.22373582,-76.59228323
39.22374357,-76.59215024
39.22376481,-76.5920411
39.22394811,-76.58860164
39.223924,-76.58902374
39.22422836,-76.5895289
39.22391856,-76.58912233
39.22423801,-76.58935284
39.22426338,-76.5888897
39.22400765,-76.58758974
39.22417954,-76.58809774
39.22498898,-76.58818011
39.22471687,-76.58815173
39.2246781,-76.58815004
39.22475522,-76.58815912
39.2247191,-76.5886095
39.22469301,-76.58908577
39.22470105,-76.58893883
39.2246999,-76.58901611
39.22468745,-76.58915588
39.224985,-76.58978444
39.22503137,-76.58894171
39.22548758,-76.58868944
39.22547174,-76.58897974
39.22632972,-76.58747656
39.22632091,-76.58762462
39.22666117,-76.58745333
39.22631457,-76.58772429
39.22630928,-76.58782287
